Tweet_content,Sentiment Score
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt pastelepatrol stop coming here to escape stop coming here cuz the flights are cheap stop endangering our communities and our hospita…,-1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt theanabraga joebiden like when the cdc just came out  and said 133k people didn’t 💀 of covid was a hospital error 😡 so nope not gonn…,0
rt firehousenews a detroitfire ambulance taking a patient suffering from smoke inhalation to the hospital was struck by another vehicle,-2
tragic,-1
rt immoralishme my 90 year old granny was sick last week but got better and was sent home from the hospital she’s still sick and went ba…,-1
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt miciyaaahhh i did not happen yesterday ,0
frasernelson you don’t just drop folk off at hospital,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt miciyaaahhh i did not happen yesterday ,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt koftownflower i never see rasta man for hospital beforethat means wee is good ✊😹,1
rt sbrownsaucy5 mother and baby homes documents,0
cervical check scandal,-1
10,0
rental amp housing crisis,-1
underfunded mental…,0
"rt rmconservative ""unintended"" https//tco/tfcvv57iw0",0
berniespofforth at the qe hospital in b'ham,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
svershbow and the horse leaves the hospital 3 days after that- right right,2
cite-able thread here,0
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
rt _lauryncalo22 all my people in the valley/la,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt blood4pune pune,0
blood group a +,0
component plasma,0
at kem hospital,0
1 units,0
patient madan rajji parekh,1
mob no 9822218401,0
illn…,0
he is so stupid,-1
rt schemaly never forget,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt drericding new—texas’s epidemic so bad now,-2
rt jessphoenix2018 rationing hospital care,0
are we great again yet,1
rt sdgmasterglass israeli security persoririel prevent ,0
hunger-striking palestinian prisoner,-1
rt 91hyundaiscoop adamschefter the covid bug had never seen a body like trump’s a 70 year old man beat it but this guy in the hospital,0
"rt bmj_latest ""the qcovid population based risk algorithm performed well",0
rt gacpars please please please donate and share,0
painandpoverty oh nah im sure she ran away from the hospital by the time they were taking that pic,0
rt justinjm1 there's no vaccine,0
remdesivir,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
berniespofforth elective surgery cancelled the poorly medical cases didn’t tip up to hospital  passed at home been a shocker,-1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt osaabherima never seen an albino obituary poster,0
rt ingrahamangle read about the mother who couldn’t buy clothes for her child in the hospital  “covid in wales supermarket rules 'will…,0
rt _lauryncalo22 all my people in the valley/la,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt _lauryncalo22 all my people in the valley/la,0
rt schemaly never forget,0
hey gabcake i painted a pumpkin yesterday at the hospital and it’s beautifulmess / fancyvlogsbygab inspiredi… https//tco/xveueow2hi,0
glad the president has urged citizens to not take covid seriously after he got flown in a private helicopter to a p… https//tco/t0qpkly5ef,1
rt interact_adv another us hospital,0
xoxy…,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt frasernelson at the peak of covid hospital cases,0
rt govctw it’s heartbreaking to see hospital personnel and first responders struggle to talk about the difficulty of dealing with the spi…,-3
rt nto1927 patient in your list from 26th september tweeting to help on 25th october 🤣कमाल है 🤣🤣🤣 another q those who finds you and you…,1
more,0
we need every vote ,0
votelikeyourlifedependsonit ,0
bidenharris2020… https//tco/xwq1hclzsu,0
rt ctvcalgary calgary's covid-19 field hospital hasn't seen a single patient with the illness yyc https//tco/t58azxvvww,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt temiokomi at this point in time,0
rt seanagnew unintended but predictable,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt schemaly never forget,0
rt _lauryncalo22 all my people in the valley/la,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
el paso doesn’t deserve so much tragedy  when i lived in el paso,-1
rt bnodesk australia's hardest-hit state,0
- new cases 0,0
- pos…,0
lisaquestions cjonesaudio tomgabion jamesofearth2 critfacts i also challenge stupid ideas like abolish the pol… https//tco/mfnjnbn1pq,-1
rt hbecerralatimes monica ramirez woke up from a medically induced coma nearly three weeks later in a different city in a different hos…,0
rt hottest_elii please pray for my grandpa he’s been admitted 2 times in the hospital the first time he went he had a heart attack and t…,-1
i support mates who have problems doesn’t need to be ‘terminal’ maybe you’ve never had friends who need support,1
hannahh29986623 omg hospital baby whats wrong at lunch you weren't sick were you,-2
rt sonusood that’s the best part brotheri find a needy amp they somehow find me it’s about,0
“intentions”,0
excited to have had the opportunity to share my work at idweek2020 ,2
the purview paradox prep utilization at a m… https//tco/8qil2endrb,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt _lauryncalo22 all my people in the valley/la,0
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
thread,0
abc13houston yes but most cases are mild i bet hospital numbers are down,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
papuchochoe be safe depending of what type of injury the best option would be going to a hospital to make sure e… https//tco/7v7ovdsukv,1
rt jamessurowiecki i thought virus was going to virus,-2
such a beautiful story 🥺 so glad i live in a world where some people still get their miracle 💔,3
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt zevshalev 3 birx decided to jettison the existing cdc reporting system for covid-19 which had been developed over 15 years,0
rt ben_johns mps shouldn’t get expenses,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt ben_johns mps shouldn’t get expenses,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt basford_h meidastouch the university of washington’s institute for health metrics and evaluation released this week and they paint a…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
message to realdonaldtrump gop ,0
the stable geniuses didn't count on red states getting covid  didn't expect repu… https//tco/bmmnrr4ky3,1
rt _lauryncalo22 all my people in the valley/la,0
senoritapuri - presidenta,0
* 🎶we are the world,0
rt frasernelson at the peak of covid hospital cases,0
notinkling uhhhhhh— ,0
definitely didn’t sneak over there last night definitely not because he didn’t want to go t… https//tco/zjrqck9vlw,-1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt avogroovy “the soldiers,0
rt frasernelson at the peak of covid hospital cases,0
poppunkpizza mrbeastyt tofuxprincess bro thanks for saving me from that flaming car and calling in the helicopte… https//tco/lvtixkq2kd,0
rt khannyyii heaven couldn’t wait for you😭,1
drtomfrieden deaths from what missed hospital appointments cancer,-2
rt ctvcalgary calgary's covid-19 field hospital hasn't seen a single patient with the illness yyc https//tco/t58azxvvww,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt ben_johns mps shouldn’t get expenses,0
rt seanagnew unintended but predictable,0
rt richardv926 sorry to ask again but its the end of the month and i am just barely surviving with no money for food while still having t…,-1
spreading fake news won't help us get to the root of this matter,-1
no surprised it is being spread by pdp apolog… https//tco/m4eaxc9exf,0
rt schemaly never forget,0
rt klara_sjo being popular on twitter is pretty much the same as sitting at the cool table in a mental hospital cafeteria,3
rt hamada_najar in a heart-breaking scene,0
emmakennytv raraavispress peterjukes it kills people with cancer,-2
rt jamaicagleaner a motorist had to be cut from this car after crashing into a light pole along the west-bound lane of marcus garvey driv…,-1
rt jamessurowiecki i thought virus was going to virus,-2
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt realvictor__ kidon hospital bed will you visit me when i'm discharged,0
nurse no,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt chrismattmann it’s actually a very known consequence of a particular policy choice one that many of us suggested early on would have…,0
rt _lauryncalo22 all my people in the valley/la,0
rt schemaly never forget,0
rt drericding new—texas’s epidemic so bad now,-2
rt kathlee71013772 coming to a hospital near you  is this the corner we are turning,0
rt ossoff another preventable and devastating rural hospital closure ,-1
i will fight to expand medicaid and deliver resources for georgia…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt _lauryncalo22 all my people in the valley/la,0
"maddow every prediction of ""overload"" and ""running out of hospital beds"" has not happened  just another fake news story from rm",-1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt rachelbaxendale “if we don’t throw everything at healthcare and aged-care outbreaks amp protect our health workers optimally,1
rt ruthhen05786097 douglas ross doesn't want you to know he was part of uk gov at height of the pandemic who presided over this👇,0
hospita…,0
rt schemaly never forget,0
rt chrisandjosep posting this from my hospital bed 😂🤷🏻‍♂️💦,0
new 👇🏼,0
https//tco/2s26vchdex,0
https//tco/tafiv0smaa,0
pollas_lefa2 xxx_me…,0
rt whitehouse this fall,-1
rt _lauryncalo22 all my people in the valley/la,0
maddow or they could just give hydroxychloroquine/zithromycin/zinc within the first 5 days of suspected covid-19 a… https//tco/yuxonjduol,0
rt _lauryncalo22 all my people in the valley/la,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
maddow there isn’t much a hospital can do for you other than diagnose it,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills https//tco/nbbixaazxz,-4
then you're sanctioned because despite telling the job centre three times that you've moved,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
allanricharz aghamilton29 ritapanahi i made the calculation back then that if i was dying,-1
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt iidentifyas2 bettygirl1239 jadedcreative my mother abused me in every way you can think of but when i found out she was dying i went…,-2
rt migunamiguna despot uhuru kenyatta's priorities in 1 week,-1
1 gives sh100 million public funds to build a private hospital in nyeri,0
2…,0
rt nr9410 themalkyvich poppyfi67855278 scifiscreen i can't sleep my daughter caught covid a week ago when eating with a collegue in t…,0
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
rt srilankatweet sad news 😢 ,-1
16th coronavirus death reported in sri lanka,-1
rt unsucchiacazzi governor asks to use el paso military hospital as covid-19 surges https//tco/2klifpfbs1,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt drericding new—texas’s epidemic so bad now,-2
rt usmcliberal i wonder if the prolife maga crowd will start happily wearing facemasks — now that there’s evidence covid19 endangers…,2
thanks for clarifying,0
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
re this article i know my father's cancer treatment during covid was subpar he ended up moving to death mode with… https//tco/wfvdjalcx0,-2
rt childrensla many thanks to everyone sending halloween cards to kids in our hospital kimberlyn here was just so happy,1
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt iamhighdee he took 13 injured people to the hospital and he was at lekki phase 1 what does that tell you about people close to the to…,0
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt _lauryncalo22 all my people in the valley/la,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
hate that this is where we're at now,-1
https//tco/xvpsmffa4h,0
rt avogroovy “the soldiers,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
admission officers look for students making a difference even a small one in their community  heres how to make… https//tco/eqskdyvjer,0
robertson—in loving memory of trooper douglas robertson 18th reinforcements,1
all funds raised through this paw-some calendar's sales will support the bc cancer foundation and the bc children’s… https//tco/lmjm1ceodf,0
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
riotgrrrlcals you can do it you probably should eat anyway if you don't eat a lot for a while you could a pass o… https//tco/eywkyzqefu,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
this is just going to get worse as winter gets here we already have over 75 rooms at my hospital set just for covi… https//tco/vk9zipo654,-1
please miss just once,-1
rt mattbc we simply do not have the hospital capacity to sustain this,0
lockdown has made me feel as low as when i just got out of hospital/could barely move,0
rt _lauryncalo22 all my people in the valley/la,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
malkie33 the old gal is such a genuinely sweet creature ,1
she was so sensitive about changes and my 3 days in hosp… https//tco/hqdfbzszow,1
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt clubspeaks i lost my blue cross plan under obama amp joebiden my new plan went up 1000 a month lost my doctor amp hospital deductible w…,-2
rt angelovalidiya another way to inflate covid19 cases,0
to get even simple medical attention you need test if positive even when you do…,1
rt sbrownsaucy5 mother and baby homes documents,0
cervical check scandal,-1
10,0
rental amp housing crisis,-1
underfunded mental…,0
rt _lauryncalo22 all my people in the valley/la,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt mide_yy you mean the twitter bird is naira marley🤔,0
rt _lauryncalo22 all my people in the valley/la,0
rt drericding new—texas’s epidemic so bad now,-2
rt stnicholas_ng st nicholas hospital facilities also,0
rt catswithnohope zorro has a serious amp rare issue that was found on his xrays his stomach is twisting and can be fatal he is being refer…,-2
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt schemaly never forget,0
rt _lauryncalo22 all my people in the valley/la,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
txoga todd_staples john,0
rt irishtimesoped martin feeley hospital admissions don’t justify pressing the panic button https//tco/fczfnr6dsp via irishtimesoped,-1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
does she have a phone,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt klara_sjo being popular on twitter is pretty much the same as sitting at the cool table in a mental hospital cafeteria,3
rt borahaefunds army legends,0
please kindly use the following link to help send a card to children who are spending halloween at childre…,1
rt temiokomi st nicholas hospital has denied this,-1
want to give it another shot,0
"rt lawyer4laws only ""expert "" dr fauci can't see this coming   🤔",0
4/,0
3 years ago my dad 70 amp rather fit but obese had to go to the hospital with abdominal pain turns out gallsto… https//tco/eixepgofcr,-2
rt sjjb55 govuk i’m apparently in a tier 2 area i haven’t heard of anyone developing new symptoms here for over four months our local…,-1
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt clubspeaks i lost my blue cross plan under obama amp joebiden my new plan went up 1000 a month lost my doctor amp hospital deductible w…,-2
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt gehnhsnews before visiting our hospital please view our visitor guidance on our website https//tco/1oz185sb31 https//tco/xj40rnf…,1
rt schemaly never forget,0
rt _lauryncalo22 all my people in the valley/la,0
you ever had hospital food you had panera bread,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
if the covid hoax was over where would dom's career be,-1
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
"rt substaencee remember when jungkook was injured and seokjin said ""lets go to hospital with hyung",0
rt _mattio i dunno about you but i'm going to never forget that the nypd tried to steal masks from hospital workers when they thought the…,-1
one hella thread,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt _lauryncalo22 all my people in the valley/la,0
just posted a photo  multicare good samaritan hospital https//tco/fnc6frxvqi,1
rt _lauryncalo22 all my people in the valley/la,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt uk_tlf today we did our 1st lap of honour to thank everyone for supporting us throughout covid19 in providing  support amp comfort to a…,4
rt _lauryncalo22 all my people in the valley/la,0
rt derbychrisw the israeli regime is devoid of humanity maher al akhras went on hunger strike after he was subjected to 'administrative…,-3
rt jimlnlips this is my granpa,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt gthomsonink imagine if we had no speed limits on highways except “common sense + “personal responsibility” and the government said we…,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
maddow coming to a hospital near you 😳,0
rt scartman17 converting the convention center into a field hospital,0
turntexasblue2020 ,0
el paso sees 300 percent rise in covid hospit…,0
rt avogroovy “the soldiers,0
bhai,0
your engineering degree is total wastebasic excel you cant manage,1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt schemaly never forget,0
🦠 covid19 australia,0
14 new positive tests,1
1 new actual cases,0
0 deaths today ⬆️0%,0
0 deaths/mil today,0
📊 estimat… https//tco/ad2aluhmd1,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt _lauryncalo22 all my people in the valley/la,0
rt _lauryncalo22 all my people in the valley/la,0
rt riyadhaldubai the patients of al amal hospital for cancer treatment hid in the basement of the hospital to escape the shelling attack…,-1
rt avogroovy “the soldiers,0
"rt exjon an ""unintended consequence"" some of us warned about in march monomaniacal focus on covid is a threat to public health https//…",-2
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
zaxbeez that is totally cool,1
rt temiokomi st nicholas hospital has denied this,-1
want to give it another shot,0
death panels gop style let's overwhelm the hospital icus with covid cases instead of wearing a goddamn mask,-2
realdonaldtrump mr president,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt klara_sjo being popular on twitter is pretty much the same as sitting at the cool table in a mental hospital cafeteria,3
rt franksbullitts was at the hospital again today so proud of our essential front line workers  ,1
it must be overwhelming https//tco/…,-1
rt _lauryncalo22 all my people in the valley/la,0
rt shaylathespaz the number for the hospital is 806 354-1000 ,0
the address is ,0
1501 coulter st,0
im talmbout they better need an abulamb to take him to the hospital because he dried out his eyes and went blind be… https//tco/pmfjbwg60a,0
rt biyatut goodday twitter world i am sophia beatriz l trumpeta,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt mariambarghouti this morning a palestinian family woke up with the news that their 18 year old son,0
rt culturalcurator berniesanders a few years ago,0
was rushed to the er,0
rt anon_fa_mous biden later garnered controversy by making incorrect allegations that the truck’s driver,-3
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt _lauryncalo22 all my people in the valley/la,0
rt avogroovy “the soldiers,0
rt twosl0wdancers hey please help  i owe 1700 to the hospital er in bills because i tested positive for covid amp have no way to pay t…,1
rt iamhighdee he took 13 injured people to the hospital and he was at lekki phase 1 what does that tell you about people close to the to…,0
rt jonesthebosher winter is always tough for the nhs but this year will be even tougher if increasing numbers of patients with covid need…,2
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
rt chrismattmann it’s actually a very known consequence of a particular policy choice one that many of us suggested early on would have…,0
rt hannaliubakova belarus doctors report that 10 ambulances left the spot in minsk after the explosions we don't know the exact number…,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
frasernelson you don’t just drop folk off at hospital,0
rt catswithnohope being kept company by one of the many hospital cats❤️ https//tco/enhww6jw6e,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt schemaly never forget,0
this is terrifying,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt miciyaaahhh i did not happen yesterday ,0
not a shamblesministry of disinformation,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt ivaal_ oh but “covid is a hoax” https//tco/xaqqjnpih8,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt depressedwblack tw suicidal ideation,-1
but be careful disclosing that you're suicidal because you may be told to drop out of school an…,-1
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
rt hottest_elii please pray for my grandpa he’s been admitted 2 times in the hospital the first time he went he had a heart attack and t…,-1
rt _lauryncalo22 all my people in the valley/la,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt mattbc we simply do not have the hospital capacity to sustain this,0
omw to taipei now,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
vic has about as many people as massachusetts,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt bnodesk australia's hardest-hit state,0
- new cases 0,0
- pos…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
i’ll forgive her though because even when i was in hospital and officially left college she still sent the odd emai… https//tco/vzgoez7egp,-1
a little too close to home for my liking ,1
i hope the victim recovers and they find the suspects soon,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt schemaly never forget,0
lmfaooo yeah whelp i’ve never trying there then,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
rt temiokomi at this point in time,0
thepranow washingtonpost yeah must be why they’re looking for extra hospital capacity,0
rt jamaicagleaner a motorist had to be cut from this car after crashing into a light pole along the west-bound lane of marcus garvey driv…,-1
rt tmainesdotcom you ever had hospital food you had panera bread,0
rt stnicholas_ng st nicholas hospital facilities also,0
"rt substaencee remember when jungkook was injured and seokjin said ""lets go to hospital with hyung",0
rt frasernelson at the peak of covid hospital cases,0
rt grizatlcp oknox it will be great comfort to the families of those who die without hospital care to know that their senators have been…,1
rt deeoneayekooto a protester who was treated free of charge in a hospital stole the phone of the nurse who treated her for 4 days on the…,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
rt toryfibs remember,0
rt ajplus a man was arrested in india for slashing his pregnant wife’s stomach to allegedly check the baby’s gender,-1
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt _lauryncalo22 all my people in the valley/la,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt eleimastargazer i just raised $2500 usd for my local children’s hospital through  extralife donate today amp help me reach my goal h…,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt zach_fleisher a public post and plea from a front line physician at st boniface hospital remember that when our leadership may fail,-2
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt clubspeaks i lost my blue cross plan under obama amp joebiden my new plan went up 1000 a month lost my doctor amp hospital deductible w…,-2
rt frasernelson at the peak of covid hospital cases,0
"rt exjon an ""unintended consequence"" some of us warned about in march monomaniacal focus on covid is a threat to public health https//…",-2
is it true we have tent hospitals there,0
this may be a bridge too far 🧬,0
rt karenenglish06 breaking covid-19 outbreak at ulster hospital the south eastern hsc trust says “ a small number of staff and patients…,-1
526 new cases today only 41 icu beds available state-wide ak airlines center on standby for hospital overflow wh… https//tco/rycbrhcyiq,1
rt _lauryncalo22 all my people in the valley/la,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt _lauryncalo22 all my people in the valley/la,0
rt immoralishme my 90 year old granny was sick last week but got better and was sent home from the hospital she’s still sick and went ba…,-1
"rt wesht_lad ""hospital admissions don’t justify pressing the panic button""",-1
bringbackdrfeeley ,0
https//tco/v5vedev5h9,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
